month,income,rent,food,travel,entertainment,savings,expenses
1,42030,13433,3106,3911,2522,5349,22972
4,41329,17989,7305,4456,2164,8919,31914
12,58142,16141,5932,2903,2691,8076,27667
9,22651,18028,5722,1101,2245,5965,27096
3,30006,11209,3371,2095,2412,9757,19087
12,62701,12115,2422,2728,2353,6870,19618
9,73853,19713,4005,4905,1742,7187,30365
7,68940,19723,6549,3670,2416,7693,32358
12,55645,19102,6602,3852,3701,3426,33257
4,41966,18068,7261,3455,1357,9018,30141
3,47846,7256,6411,4418,2952,6270,21037
10,41774,17303,7795,4923,3634,7399,33655
5,24083,8368,2763,2390,1039,2463,14560
5,53513,18273,7351,1829,3949,2389,31402
3,28749,12387,5368,3836,3320,8891,24911
12,50783,13558,2897,1617,3876,2135,21948
9,37325,7827,2952,3596,3670,4456,18045
4,73175,14444,4922,1290,1457,4271,22113
11,38680,7487,7691,3469,2968,2600,21615
5,37323,17977,6479,1180,3281,9113,28917
4,70762,8603,5197,3702,1196,2618,18698
5,42684,8521,6198,3161,2874,3576,20754
7,54493,18347,2899,2261,2734,5769,26241
9,78328,18134,6023,4165,3583,8096,31905
7,78931,9517,6205,1259,1937,9355,18918
5,32213,6643,5641,4178,3194,4925,19656
10,51831,6212,5543,3291,3621,7506,18667
10,62296,12345,7591,3470,1029,2008,24435
7,66930,9703,5641,1334,3154,3203,19832
10,47713,10434,6765,2046,2701,3721,21946
5,61621,5019,5090,2896,1389,9611,14394
3,27187,5675,6479,1270,3926,2593,17350
7,52800,9477,2761,4211,3453,5760,19902
11,52583,5608,4407,4537,2144,2605,16696
11,67661,11286,2885,3501,3631,8020,21303
2,34408,5061,4643,2407,1346,3469,13457
12,42369,14457,5243,3641,3844,8259,27185
9,67928,15477,3235,2400,1118,3695,22230
10,23414,6154,4933,2009,1519,8388,14615
10,70308,14820,7110,2461,2238,3306,26629
12,39510,14818,3468,3903,3780,7332,25969
1,77404,8716,2009,4493,3127,3687,18345
6,32120,10242,7661,4227,3466,7797,25596
7,54311,10559,2791,4406,1583,8594,19339
8,53039,10022,7174,4602,3759,5983,25557
10,25295,11485,3662,2604,2708,5726,20459
9,40460,6442,2743,1131,2312,3048,12628
2,34963,6653,4428,3815,3281,3735,18177
11,31580,7502,5493,2744,3308,6328,19047
10,42286,8269,6546,3548,2981,7635,21344
2,47328,5281,3116,2545,3980,5359,14922
5,39093,18173,4441,4211,3704,2684,30529
5,78498,14216,3354,1134,2045,8327,20749
6,41605,18010,7827,1766,3125,8394,30728
3,65365,19086,4480,3859,1741,4338,29166
8,64813,8403,5001,4478,1671,2948,19553
1,66371,6235,3186,1769,2771,8941,13961
6,62705,17374,6087,3141,2685,5430,29287
4,67598,9760,7003,2907,3077,4671,22747
1,77681,18149,4831,2264,3485,2304,28729
7,26722,19010,5661,2772,2696,4397,30139
9,60969,19396,3748,1164,1062,4000,25370
4,56912,11940,4863,1324,2453,9506,20580
4,58374,19430,3114,4731,1156,8067,28431
6,26766,5785,7603,4289,3616,4526,21293
12,69882,18864,5264,3987,3990,7584,32105
3,35928,16509,7372,1619,1776,9159,27276
12,41274,14859,7909,1230,3301,6225,27299
6,54416,16200,7774,3629,2903,2186,30506
7,40612,19632,7363,3780,3920,7540,34695
11,54898,8194,5090,4657,2350,9663,20291
10,67160,9789,3063,2202,3246,3564,18300
10,49047,8775,7729,4151,3928,8813,24583
3,63356,15638,7152,2377,2338,3909,27505
7,57134,16982,5748,3718,1005,4282,27453
3,21506,10350,6545,2891,2279,2277,22065
2,71310,5533,4732,4752,2902,9269,17919
12,72068,13593,3872,4897,1820,3482,24182
10,35222,8663,6720,4972,2343,9904,22698
4,32363,5129,3969,4232,3023,6882,16353
12,39613,15531,2884,4498,3295,8978,26208
8,64563,17563,5963,1402,1003,7351,25931
9,50628,7959,5678,4103,3560,3877,21300
7,62626,6858,2318,3168,3885,8417,16229
1,65384,16165,5816,3774,3553,6460,29308
3,75417,17342,5717,4586,1030,7597,28675
12,24136,8649,5195,1384,2856,6563,18084
9,66246,15978,7491,2763,2652,3648,28884
12,31161,8097,3374,2448,2298,3924,16217
1,55457,8512,7442,3523,1708,8091,21185
9,43574,9860,2487,3607,1885,4698,17839
8,46902,14412,2450,2190,2200,5799,21252
1,22810,13833,2352,1388,2979,8969,20552
6,79860,16506,7235,4404,1747,3297,29892
5,31663,19135,3940,2546,3126,3351,28747
6,26152,5723,4367,2773,3290,4908,16153
10,20012,18501,5236,1789,1500,4231,27026
12,31162,18089,2247,3800,1204,9061,25340
5,42322,5737,5503,2494,2483,7943,16217
6,27999,18045,2567,3751,2406,4028,26769
5,27219,18879,2683,2547,3770,3217,27879
11,25328,19902,2643,3100,1332,9958,26977
12,23621,6299,2478,3614,3650,2271,16041
5,72835,19129,4760,1820,1165,3323,26874
4,44256,8480,6463,2044,3208,9751,20195
3,64433,5339,7940,2042,1005,4243,16326
3,74462,5152,6452,2879,3252,8925,17735
4,31314,10684,3368,1861,1531,4952,17444
9,20652,14613,4226,2479,2700,2330,24018
2,74951,18755,5496,3369,3092,7871,30712
9,36182,8051,5612,3874,1456,5557,18993
1,61580,5426,7562,3480,1226,4667,17694
1,56558,12146,6007,4130,3046,4546,25329
5,35659,13125,3842,4222,3099,5471,24288
6,54413,16750,5377,2794,2742,9564,27663
6,30435,11347,4414,2463,1470,3827,19694
3,73664,14327,3059,2907,1896,3835,22189
7,73911,7372,3644,3105,2320,9267,16441
9,48067,13126,6923,4065,3661,4128,27775
11,42258,16521,7265,4799,3559,9949,32144
12,48287,5949,3811,4645,3833,6956,18238
10,23688,12695,4193,4729,2664,9161,24281
8,27689,6373,4427,4965,2525,9184,18290
6,21379,19318,2167,1750,2225,9872,25460
12,57011,12082,6182,2316,3462,9379,24042
8,63005,14148,2153,1181,3661,5936,21143
12,47624,14893,4544,2904,2445,4173,24786
5,45964,16133,5868,3654,3567,7941,29222
8,42891,7482,2314,4149,1673,5709,15618
10,69098,12593,7950,1960,2096,2129,24599
12,76971,14495,2722,4725,3392,9824,25334
4,77745,5370,5631,1104,3822,7887,15927
10,71805,12837,7949,2284,3632,3558,26702
8,58379,16172,5345,3654,2232,4261,27403
10,75279,7296,7825,4294,3927,5200,23342
12,32516,12034,4811,1989,1897,7643,20731
2,33886,11324,4309,1483,2962,5724,20078
12,40307,17990,4501,2725,1847,5533,27063
12,44843,12142,5333,3176,2966,7065,23617
5,66484,18962,7224,3366,3772,3803,33324
9,25912,15317,4023,1706,3704,5128,24750
4,41514,16158,2349,3556,3658,6693,25721
11,41823,12028,2823,1019,3994,9441,19864
6,77032,11479,2437,4882,3227,2614,22025
1,48797,9145,2168,1751,1646,5410,14710
9,26449,19420,5819,1234,1437,7262,27910
1,21725,15934,5414,2620,2500,6518,26468
5,35870,19339,5301,1605,3442,4381,29687
4,29304,18280,6118,1553,2725,3864,28676
12,27522,9021,5035,2899,2565,3952,19520
3,33663,7364,6376,4421,3641,2687,21802
6,24784,10230,5590,3500,3104,9300,22424
2,29472,18645,4769,1585,2743,5927,27742
3,70384,10970,4300,1983,1325,8407,18578
5,48952,13954,6499,4948,1321,6242,26722
9,30055,12300,4180,4580,3230,5507,24290
2,49508,11755,5345,2650,3282,4059,23032
10,32676,17254,4665,1422,3666,7959,27007
8,45192,6004,2231,4261,2209,8023,14705
2,44722,12057,4592,4196,1265,8198,22110
11,27446,8755,6174,3053,1841,8373,19823
5,73768,7846,3058,1457,1328,7241,13689
7,24725,11262,4542,2914,1682,4908,20400
8,40061,13541,3133,3601,3071,5304,23346
1,67537,7964,7440,4641,2284,4209,22329
6,42671,13878,5646,3569,2378,3617,25471
1,77632,9637,4375,4160,3243,8080,21415
2,21409,16318,5880,1845,3658,6042,27701
1,28205,17648,4737,4182,2911,7678,29478
11,36365,7755,4431,1550,2356,3899,16092
5,20256,16716,3387,2420,3660,8946,26183
10,70873,8624,5303,2994,2887,4034,19808
9,35704,7732,7735,4750,2978,5571,23195
6,70575,11473,3437,3058,1631,7791,19599
11,49902,19554,5365,2645,1320,8322,28884
11,74105,11351,6642,1496,2470,9529,21959
1,55758,6693,3729,4087,2400,9375,16909
1,21195,16084,4439,4104,1202,5973,25829
2,73711,17003,5173,3792,3224,4952,29192
9,73517,17372,5907,3536,1626,6647,28441
3,54012,5684,3316,4259,2868,2725,16127
1,31415,17532,7204,3783,3079,5503,31598
5,59534,7919,7004,4642,3993,5527,23558
7,41686,12166,7320,3505,1726,9671,24717
6,31662,8756,2684,4122,1953,3177,17515
12,68978,10454,4588,4342,3867,6085,23251
1,48743,8283,5543,3511,3838,5409,21175
5,52161,9691,5087,3090,3290,4340,21158
5,70458,11828,3675,1538,2821,4483,19862
6,63081,12350,4113,1567,1069,8539,19099
3,22402,17218,2957,1120,2094,6261,23389
5,69648,6156,7778,3672,2646,5041,20252
7,72551,8061,5543,1315,1157,5523,16076
5,33275,12157,7700,4069,1548,6879,25474
5,48182,10919,5094,2138,2839,9100,20990
5,34915,10893,6797,1620,2951,3559,22261
10,20909,9445,4807,1453,3373,2400,19078
10,68574,15521,2820,3734,2058,6210,24133
3,20372,11436,2887,3671,3507,6446,21501
1,42620,6292,5728,1611,3463,5331,17094
5,54112,15076,7424,2543,3618,4865,28661
9,28515,14752,5993,1958,1885,6971,24588
1,22431,14175,5084,3008,1510,3249,23777
3,41054,12902,2875,1646,1367,2613,18790
4,71936,7067,6261,1762,3959,9653,19049
1,52624,15055,7269,2360,2910,6226,27594
1,30585,6979,5996,1239,1882,8407,16096
8,68230,6736,2556,3781,3254,7643,16327
2,51958,15644,7293,2409,3625,3954,28971
12,78559,18426,4214,2168,2797,8977,27605
8,21695,6918,2708,3424,2293,6276,15343
7,54675,5700,2717,3051,1668,2348,13136
10,73966,9046,5665,3841,3153,4518,21705
10,69932,7073,7699,3893,1665,2160,20330
2,53787,9661,4144,4399,1259,2113,19463
6,64225,16945,7196,1196,2508,8161,27845
6,21403,5394,4019,3436,1312,9271,14161
3,37810,15148,7356,4711,3678,9353,30893
11,28855,8048,5779,1260,2844,7461,17931
2,58636,8452,2290,3650,3584,3485,17976
12,30839,5522,4183,4908,2533,3628,17146
1,20010,14754,5879,2794,2500,9980,25927
6,59098,16101,4936,2957,1673,6238,25667
12,67829,18394,4414,1093,2423,8798,26324
5,29230,16041,4295,2280,3020,7932,25636
11,71977,13741,4813,1135,3397,9107,23086
9,60232,6468,3237,3572,3262,5683,16539
1,67514,11230,4117,3003,2406,8596,20756
7,55771,13116,6841,4781,2147,4498,26885
5,49256,14024,5043,3545,2691,3995,25303
5,45651,17674,5087,2201,2728,4109,27690
2,52383,18250,5558,3159,1327,2595,28294
11,59963,11811,7293,2287,2588,2939,23979
3,75872,6421,2698,4485,3894,3299,17498
7,72240,12987,4853,1368,1097,5750,20305
6,33662,5285,5808,1935,1658,7414,14686
12,33739,7745,6619,4662,3347,3152,22373
2,68356,16957,3845,4449,3077,6459,28328
6,21789,12108,7119,1767,2097,7186,23091
2,39420,9464,6014,3633,3219,4094,22330
2,43761,19990,5182,4454,2017,5016,31643
2,60366,6445,2463,1672,1922,3397,12502
11,57606,10837,5860,1510,3131,4869,21338
3,58640,19989,7760,1712,2608,6755,32069
2,72805,6466,2450,4952,2313,8905,16181
4,64135,14968,7515,1819,1638,3160,25940
9,57067,18831,3915,3424,1084,9262,27254
6,78420,12167,2923,1544,2277,8381,18911
1,37357,16847,5622,3120,3711,2795,29300
8,59851,14106,2315,4021,2847,9999,23289
12,58262,13479,6766,1503,1518,6130,23266
7,79209,17382,6793,4423,2330,9463,30928
10,31317,15280,7088,1804,1183,8012,25355
3,78643,9426,3376,1709,1972,4917,16483
1,72558,10932,4815,3372,3388,4539,22507
5,41534,14996,3262,1387,1226,6353,20871
4,45734,6178,3127,3875,1836,4434,15016
10,55897,7551,7002,1239,3311,6365,19103
8,52872,9370,4925,4023,3497,4000,21815
1,60201,14780,3052,2097,2274,9010,22203
10,27689,11322,6184,3078,1169,7443,21753
1,23567,15148,4422,3526,1565,5118,24661
12,40732,14967,5468,4085,2935,8749,27455
4,40774,19472,7682,3764,3179,4741,34097
8,43195,9862,6459,2339,1826,2953,20486
5,70333,14179,6021,1067,1605,3725,22872
2,57412,10855,6409,4711,1349,3510,23324
6,67734,6203,2547,4053,1098,3586,13901
5,64098,12349,6891,3585,2769,3741,25594
2,42257,16522,5523,2943,2804,9983,27792
11,24394,11386,3529,2719,2060,4458,19694
11,56302,6119,7605,2672,1074,4892,17470
11,42228,13388,2106,1290,3105,3974,19889
3,75091,8975,2856,4689,1401,8268,17921
9,32388,13717,4984,1974,1187,8355,21862
7,31319,17919,6386,3071,1138,3392,28514
7,26475,14602,7468,1414,1142,7040,24626
11,51555,17695,6712,1850,1107,9063,27364
6,38158,6292,7852,4009,1220,5337,19373
8,34728,14386,3250,4777,1144,8278,23557
4,64774,15140,7072,3728,3905,8003,29845
8,49545,8655,3611,4107,1509,4832,17882
4,51100,9786,3790,3148,3423,2789,20147
8,77435,7217,2867,1545,1004,8458,12633
9,36150,17446,4769,4960,1387,2299,28562
3,53214,16772,6253,3086,3615,5850,29726
3,52876,11590,2327,3258,2757,3321,19932
11,23239,18977,5816,1741,2895,8422,29429
2,58699,19225,5148,2814,1559,6469,28746
10,56821,6017,7573,1591,2839,8075,18020
3,50615,16345,5381,1749,2771,8869,26246
3,33746,10176,4374,3219,2783,9655,20552
5,40921,8590,4555,1837,1364,4109,16346
5,42745,17399,6965,3489,1416,9022,29269
2,21245,17261,3130,4130,2635,7173,27156
12,71872,13239,6336,4481,3068,4385,27124
10,66607,16855,4482,1533,3661,5446,26531
6,44853,19198,5099,1364,1516,9020,27177
5,47632,17663,4751,1366,2220,6569,26000
6,32856,14019,5320,4415,1660,6207,25414
1,76893,11176,7483,2773,1329,7085,22761
5,25105,11647,7844,3343,1377,9436,24211
9,55690,9722,3556,4412,1159,8467,18849
12,22513,11015,5543,3653,1657,2618,21868
10,78182,10122,7786,3803,3401,6890,25112
2,22801,12683,7658,3570,2263,2882,26174
1,52345,19179,6508,2652,1078,3703,29417
10,33895,7089,2568,1264,3199,9753,14120
11,59749,7056,3654,4595,3564,4795,18869
9,28221,14010,5236,4737,3430,7723,27413
10,75654,17944,7695,2061,1692,7204,29392
9,26038,17176,5119,3034,3037,4419,28366
9,52031,8680,5733,4202,3399,7194,22014
6,75381,15003,5229,1381,2224,6691,23837
8,78601,9885,2150,4296,1950,5828,18281
11,35082,18747,4272,2166,3180,2507,28365
1,34648,8114,7379,3478,2988,8371,21959
10,20364,18442,6351,1388,3681,8738,29862
4,54568,12383,4108,3101,3216,4035,22808
1,34110,6629,3795,3071,1865,3417,15360
8,25958,6543,7516,1394,1390,8158,16843
1,29096,19933,7281,3680,2881,9148,33775
3,27436,12512,4427,3166,2408,4860,22513
4,41177,16771,5514,4744,1819,8324,28848
8,46754,10769,2348,1982,3145,5579,18244
6,44544,6904,4078,4657,3827,4385,19466
10,32638,6436,2396,4256,1339,3286,14427
12,20179,10031,4976,3239,2554,2925,20800
7,23873,8317,4609,2962,1131,8221,17019
8,73112,16712,3158,4803,3257,2228,27930
2,37570,16251,2145,3534,1376,3768,23306
10,68223,9116,4226,3680,1639,9197,18661
11,37157,14190,2263,1720,2521,4421,20694
8,65565,14623,7430,3431,1440,8298,26924
3,24460,9552,6299,3859,2741,6912,22451
7,68084,10563,7930,3393,2203,5256,24089
3,20352,11123,5101,1472,1240,8591,18936
7,76095,8061,4106,3723,2809,6964,18699
11,41586,13089,5080,2803,3548,6542,24520
12,25344,13456,2987,2975,1022,8575,20440
2,24507,8731,3347,3050,3679,8910,18807
10,57598,11327,3360,4121,2203,9336,21011
6,63988,15466,4838,1924,2887,5152,25115
3,52885,17067,3726,1875,1174,6893,23842
3,36865,8317,4289,4575,1197,3233,18378
9,57055,7046,7785,4031,1098,9426,19960
7,47213,8144,2907,4282,1744,5035,17077
5,75954,8221,3183,1972,2450,4596,15826
12,77450,16332,4824,4599,1452,3309,27207
10,24477,10064,3258,4751,2781,9221,20854
7,26533,18092,7572,4354,1498,2468,31516
9,69395,14445,2198,1378,1140,4416,19161
1,79976,5722,7596,4397,2714,5795,20429
7,43396,18383,3056,2321,3820,2853,27580
6,32755,18289,4455,4768,3222,8115,30734
10,20865,12775,7208,3185,3467,3123,26635
12,31173,12564,5365,1124,1675,3620,20728
9,78905,13275,3260,3981,2463,5031,22979
1,58097,9835,5978,4463,3579,6820,23855
4,53371,16562,7279,2425,1917,5974,28183
9,58524,8819,7951,1479,2822,9943,21071
4,31254,8364,4835,4472,3408,5029,21079
10,24018,14949,3313,3617,3493,8741,25372
3,25192,11089,3902,2385,3603,7694,20979
9,22015,9318,5975,3113,1707,3470,20113
2,62618,11936,2577,4499,2730,9359,21742
4,23380,7780,6430,3899,2880,4461,20989
6,48343,16479,3020,4785,1560,7601,25844
2,23770,12398,5653,4592,1996,2092,24639
8,25829,7452,5844,1431,1058,3276,15785
8,54381,10288,5573,2958,3932,5721,22751
1,65915,13520,4293,4176,2190,9108,24179
12,35545,5425,7442,2112,1966,6656,16945
3,38263,18865,2610,1600,3992,3656,27067
10,58140,13961,2328,1855,2624,5110,20768
9,73260,18507,2546,3053,2806,6641,26912
5,63306,8975,2338,1157,1262,5429,13732
6,45675,13799,5181,4450,2454,6873,25884
4,78418,15044,5041,3377,3243,9176,26705
10,45362,11669,2806,2126,1353,2187,17954
2,20148,15864,3033,1222,3933,6703,24052
11,21754,7124,5273,3449,1940,8788,17786
8,46745,19334,5987,2706,3962,6770,31989
11,27378,6300,5333,1544,1046,8282,14223
6,66359,10015,4740,3556,1752,4345,20063
5,75833,13657,6525,4764,2332,3103,27278
9,40140,6964,7626,3231,1229,7722,19050
1,29371,10567,6901,3962,2924,7375,24354
5,46999,15137,3696,4158,1756,9827,24747
6,32779,10279,5650,3628,3363,4226,22920
5,51075,15731,7708,4451,1761,3280,29651
6,50697,7360,4082,1537,2100,6313,15079
6,78268,18942,3998,2436,3109,6093,28485
7,74544,7039,6652,4991,1237,4314,19919
4,29795,6184,3685,3565,1077,3340,14511
11,72204,19643,6586,3815,3781,2590,33825
8,58460,8934,3603,4765,3606,2678,20908
7,24218,16409,6349,3342,3991,2615,30091
9,57571,10794,6112,4062,3697,9983,24665
7,71529,19424,2260,1259,2984,2849,25927
3,31672,13172,5796,4455,2052,4007,25475
3,74238,15974,7944,1825,2158,9451,27901
8,51042,5777,7375,4375,1350,9512,18877
5,55950,8379,4775,1315,1912,6822,16381
4,31009,7418,7982,1745,1349,6170,18494
8,67096,19786,7543,4865,2304,4784,34498
6,39544,9077,2500,1718,3523,2335,16818
2,75728,17454,3015,2100,1291,2803,23860
4,49381,7439,4333,3727,2212,6950,17711
12,45287,12804,4054,3901,3935,7701,24694
11,22586,18023,5963,4450,1467,2362,29903
4,22648,19826,7318,1460,2265,8333,30869
6,60081,18212,5674,4127,3353,9639,31366
6,38101,10269,6055,3854,2207,4021,22385
1,65312,10587,4706,2104,3525,7225,20922
8,41692,6989,7781,2702,3496,8213,20968
6,27407,12868,4099,4247,1229,4569,22443
3,37254,14258,7338,3840,2064,9381,27500
9,35234,5944,4565,3977,1792,5030,16278
2,72726,13220,5017,2406,3721,8660,24364
11,42211,6897,2108,3196,1823,4075,14024
8,49480,10751,5422,3815,2693,5386,22681
10,67780,19160,7016,4352,1835,2904,32363
3,77138,10150,2065,3392,3394,8054,19001
12,44846,6697,5081,2813,3057,9920,17648
5,62503,19463,6297,2814,1086,7626,29660
6,77893,16006,7913,4480,3592,9403,31991
10,66193,16557,4948,2741,3920,8235,28166
6,68466,15680,2213,1973,2362,9997,22228
4,35321,18699,6422,1921,3762,7976,30804
3,32646,10885,7169,1029,1003,6458,20086
4,74921,6665,3040,3777,2220,4085,15702
1,42117,17811,6618,4493,2844,7850,31766
4,79056,14762,2987,1981,2521,4711,22251
1,72392,14925,5195,1230,3948,8847,25298
12,78706,13951,7099,4430,3320,5704,28800
1,24893,15349,2503,2185,2977,8634,23014
10,29476,14543,7344,3776,2474,7802,28137
6,37270,16668,2755,2251,2130,7229,23804
5,75006,14460,3341,4916,1880,2143,24597
11,41702,6785,7963,2244,2401,5649,19393
4,71410,17141,4588,3793,2975,8977,28497
11,24382,10948,3381,2096,1935,5268,18360
3,21785,19498,7602,1398,2878,3069,31376
1,65798,7607,4987,1094,2750,9316,16438
6,31735,13590,7548,2963,1001,7691,25102
2,50177,7630,4844,1474,2144,4185,16092
8,50712,15638,7616,4166,2638,4537,30058
10,76879,12660,4519,2929,1148,8545,21256
5,36679,14861,7690,2778,3995,8745,29324
7,63013,5238,5726,4956,1151,8867,17071
10,55365,8536,3887,4876,2939,8824,20238
12,37064,18891,3323,1774,3353,7027,27341
2,50563,8861,5809,2147,3043,8768,19860
8,74042,16295,5747,3847,2702,6436,28591
2,73450,14338,4131,2523,2851,7697,23843
4,53092,14749,4424,4850,3929,2301,27952
1,67928,16930,5384,3991,1474,4165,27779
5,77104,15349,7748,4070,2387,3760,29554
9,46867,18582,7439,1620,1806,6246,29447
1,65382,16643,4251,3907,2094,7286,26895
9,53754,13491,7474,1963,2663,4654,25591
11,39502,16890,3008,4119,3080,6867,27097
8,20760,17245,3317,3860,2180,3448,26602
6,44142,12899,5216,3142,2353,7890,23610
7,64653,12145,6634,2500,3825,7092,25104
3,61996,10861,2016,3080,2730,8580,18687
1,37290,18051,6670,4189,2996,2631,31906
5,25499,5248,3802,4715,3842,9241,17607
12,20364,15760,4623,4322,2562,2361,27267
12,76921,17321,7158,2326,2250,6191,29055
2,39797,9323,2129,1121,1366,6387,13939
5,60795,17872,3473,1217,2800,9344,25362
8,52535,12101,2949,2076,3036,4074,20162
11,66300,7860,5996,4197,3309,8964,21362
9,67176,5723,3068,2182,3693,6400,14666
2,36105,19919,6311,2694,3023,4770,31947
12,27939,5569,3623,1794,1537,4917,12523
3,33936,13411,4895,2624,2554,2768,23484
3,62029,14586,7534,1175,3063,2985,26358
1,35863,7834,4736,1291,3152,9085,17013
8,32561,12928,7098,4230,1790,9997,26046
6,30447,11671,4312,1490,2226,2204,19699
12,50624,7122,3946,3808,3767,2866,18643
8,66940,18929,7559,4428,2948,7110,33864
11,64646,17423,2616,1633,2701,4625,24373
9,32411,9000,3869,2260,2082,2661,17211
5,39465,19409,2300,4499,2008,2678,28216
12,58216,17541,2984,3172,1047,8363,24744
3,39642,8089,7290,4386,1659,2299,21424
5,51262,19242,5691,4350,2435,2257,31718
5,50363,12165,6501,2890,3848,4762,25404
5,22107,12210,5426,4907,1113,2239,23656
3,27928,5049,2160,1603,3343,9994,12155
11,68002,5514,7914,3985,1437,5300,18850
10,39317,15983,7671,2128,3313,5545,29095
4,69078,15970,2025,2065,1161,9323,21221
9,71981,15810,2082,4468,1503,4265,23863
10,45017,15029,2172,2664,2059,4512,21924
9,33528,9671,2998,2483,3634,6290,18786
2,74158,12749,7804,1490,3505,8413,25548
8,33313,6165,5141,1564,2005,7647,14875
8,21559,18190,4882,1167,2670,7872,26909
7,70893,15441,6101,4673,2394,9931,28609
8,35167,19542,4843,1758,2509,8706,28652
3,35343,5414,6620,2197,3319,6451,17550
6,58598,15460,4110,4443,3009,8683,27022
1,27523,6104,5084,4670,1479,8619,17337
7,69777,9858,4045,2904,1956,6660,18763
1,48439,17850,2760,2173,1158,6403,23941
9,70842,8356,2204,3296,1754,8771,15610
1,35524,7416,6992,2650,2836,2408,19894
1,33285,10611,7884,1179,1203,9608,20877
7,30973,15126,7284,4191,3842,2520,30443
2,77434,10465,5102,1027,1511,7642,18105
5,42694,13395,4035,2844,2987,4532,23261
8,55774,12192,3552,3164,1115,7738,20023
8,24302,10672,6972,3750,1391,5884,22785
3,70240,13260,2824,3704,3735,3876,23523
7,42391,13707,4956,3879,3977,9425,26519
